date,open,high,low,close,volume
2020-12-01 09:15:00+05:30,29844.8,29844.8,29543.25,29547.95,0
2020-12-01 09:20:00+05:30,29547.95,29628.9,29511.05,29611.3,0
2020-12-01 09:25:00+05:30,29610.1,29638.9,29580.85,29600.95,0
2020-12-01 09:30:00+05:30,29602.45,29666.4,29601.7,29639.15,0
2020-12-01 09:35:00+05:30,29641.6,29663.95,29605.7,29663.75,0
2020-12-01 09:40:00+05:30,29664.05,29688.35,29631.65,29677.95,0
2020-12-01 09:45:00+05:30,29679.85,29684.65,29612.35,29626.5,0
2020-12-01 09:50:00+05:30,29623.55,29706.75,29611.7,29690.1,0
2020-12-01 09:55:00+05:30,29689.15,29707.65,29661.65,29672.95,0
2020-12-01 10:00:00+05:30,29671.3,29687.25,29624.15,29652.05,0
2020-12-01 10:05:00+05:30,29657.2,29660.55,29614.8,29638.55,0
2020-12-01 10:10:00+05:30,29639.0,29672.55,29612.25,29666.1,0
2020-12-01 10:15:00+05:30,29668.3,29705.55,29658.95,29693.0,0
2020-12-01 10:20:00+05:30,29689.35,29718.45,29671.4,29673.4,0
2020-12-01 10:25:00+05:30,29675.05,29737.0,29664.7,29716.1,0
2020-12-01 10:30:00+05:30,29717.8,29753.35,29715.55,29726.9,0
2020-12-01 10:35:00+05:30,29726.7,29794.5,29726.3,29782.35,0
2020-12-01 10:40:00+05:30,29785.9,29835.2,29777.55,29815.3,0
2020-12-01 10:45:00+05:30,29817.4,29873.7,29817.4,29867.5,0
2020-12-01 10:50:00+05:30,29866.2,29887.95,29823.3,29874.75,0
2020-12-01 10:55:00+05:30,29873.75,29878.1,29823.15,29827.25,0
2020-12-01 11:00:00+05:30,29828.65,29850.75,29809.65,29812.85,0
2020-12-01 11:05:00+05:30,29809.95,29847.55,29804.35,29832.25,0
2020-12-01 11:10:00+05:30,29832.35,29840.45,29813.8,29838.05,0
2020-12-01 11:15:00+05:30,29836.8,29848.1,29827.45,29829.8,0
2020-12-01 11:20:00+05:30,29832.05,29833.2,29776.7,29792.6,0
2020-12-01 11:25:00+05:30,29794.15,29826.6,29779.1,29813.1,0
2020-12-01 11:30:00+05:30,29818.1,29818.1,29785.6,29789.2,0
2020-12-01 11:35:00+05:30,29789.1,29812.45,29780.8,29812.45,0
2020-12-01 11:40:00+05:30,29809.85,29836.35,29809.85,29819.1,0
2020-12-01 11:45:00+05:30,29818.0,29821.85,29786.05,29800.8,0
2020-12-01 11:50:00+05:30,29799.35,29836.55,29795.55,29836.25,0
2020-12-01 11:55:00+05:30,29834.4,29854.1,29828.35,29847.85,0
2020-12-01 12:00:00+05:30,29849.85,29850.7,29815.8,29816.2,0
2020-12-01 12:05:00+05:30,29815.65,29825.7,29807.25,29812.15,0
2020-12-01 12:10:00+05:30,29813.3,29827.35,29801.75,29803.1,0
2020-12-01 12:15:00+05:30,29801.95,29833.65,29799.1,29832.65,0
2020-12-01 12:20:00+05:30,29834.25,29834.65,29806.95,29812.9,0
2020-12-01 12:25:00+05:30,29812.6,29819.35,29691.45,29720.25,0
2020-12-01 12:30:00+05:30,29718.15,29760.4,29692.15,29745.35,0
2020-12-01 12:35:00+05:30,29745.05,29746.9,29712.6,29731.15,0
2020-12-01 12:40:00+05:30,29728.85,29732.55,29666.45,29689.2,0
2020-12-01 12:45:00+05:30,29690.25,29745.75,29681.25,29694.25,0
2020-12-01 12:50:00+05:30,29695.75,29716.05,29678.25,29706.75,0
2020-12-01 12:55:00+05:30,29702.9,29739.6,29699.1,29736.9,0
2020-12-01 13:00:00+05:30,29737.1,29740.55,29716.95,29734.0,0
2020-12-01 13:05:00+05:30,29733.35,29790.75,29729.7,29777.5,0
2020-12-01 13:10:00+05:30,29778.35,29787.95,29746.0,29757.5,0
2020-12-01 13:15:00+05:30,29758.5,29781.1,29746.0,29747.6,0
2020-12-01 13:20:00+05:30,29749.45,29763.25,29732.75,29754.0,0
2020-12-01 13:25:00+05:30,29751.65,29770.75,29743.05,29757.3,0
2020-12-01 13:30:00+05:30,29758.1,29759.4,29676.95,29722.7,0
2020-12-01 13:35:00+05:30,29721.05,29832.05,29720.2,29818.15,0
2020-12-01 13:40:00+05:30,29814.7,29824.05,29756.75,29760.7,0
2020-12-01 13:45:00+05:30,29759.5,29801.45,29756.45,29791.65,0
2020-12-01 13:50:00+05:30,29788.8,29814.75,29783.5,29812.25,0
2020-12-01 13:55:00+05:30,29809.8,29819.8,29784.05,29807.65,0
2020-12-01 14:00:00+05:30,29804.95,29846.15,29796.65,29806.45,0
2020-12-01 14:05:00+05:30,29804.75,29842.4,29802.1,29842.4,0
2020-12-01 14:10:00+05:30,29840.8,29874.35,29827.05,29860.1,0
2020-12-01 14:15:00+05:30,29864.75,29867.05,29831.3,29852.95,0
2020-12-01 14:20:00+05:30,29855.75,29871.15,29825.05,29856.55,0
2020-12-01 14:25:00+05:30,29858.0,29866.45,29822.65,29849.0,0
2020-12-01 14:30:00+05:30,29852.4,29857.2,29804.8,29822.6,0
2020-12-01 14:35:00+05:30,29819.65,29864.3,29811.5,29850.55,0
2020-12-01 14:40:00+05:30,29853.4,29894.3,29842.7,29874.45,0
2020-12-01 14:45:00+05:30,29875.45,29885.2,29855.15,29875.3,0
2020-12-01 14:50:00+05:30,29873.7,29875.95,29849.95,29863.25,0
2020-12-01 14:55:00+05:30,29862.15,29917.2,29855.3,29911.85,0
2020-12-01 15:00:00+05:30,29913.8,29917.45,29844.6,29866.2,0
2020-12-01 15:05:00+05:30,29864.0,29882.2,29842.1,29867.45,0
2020-12-01 15:10:00+05:30,29865.5,29869.25,29799.55,29805.2,0
2020-12-01 15:15:00+05:30,29803.9,29804.95,29759.55,29797.35,0
2020-12-01 15:20:00+05:30,29798.35,29856.85,29784.0,29785.05,0
2020-12-01 15:25:00+05:30,29785.3,29793.3,29767.9,29786.35,0
2020-12-02 09:15:00+05:30,29876.7,29881.35,29702.45,29705.45,0
2020-12-02 09:20:00+05:30,29704.05,29807.5,29702.65,29772.65,0
2020-12-02 09:25:00+05:30,29761.65,29764.4,29713.35,29731.35,0
2020-12-02 09:30:00+05:30,29730.9,29752.9,29689.8,29710.05,0
2020-12-02 09:35:00+05:30,29716.55,29803.35,29699.85,29774.7,0
2020-12-02 09:40:00+05:30,29775.9,29841.4,29771.35,29831.4,0
2020-12-02 09:45:00+05:30,29829.0,29851.2,29800.95,29823.85,0
2020-12-02 09:50:00+05:30,29824.9,29830.55,29778.25,29787.95,0
2020-12-02 09:55:00+05:30,29787.1,29801.7,29741.2,29741.2,0
2020-12-02 10:00:00+05:30,29740.3,29773.1,29700.95,29715.35,0
2020-12-02 10:05:00+05:30,29715.9,29751.9,29694.85,29749.25,0
2020-12-02 10:10:00+05:30,29746.5,29747.5,29710.0,29710.95,0
2020-12-02 10:15:00+05:30,29710.1,29722.3,29656.85,29659.2,0
2020-12-02 10:20:00+05:30,29658.15,29697.45,29653.75,29671.35,0
2020-12-02 10:25:00+05:30,29670.0,29670.0,29626.15,29643.0,0
2020-12-02 10:30:00+05:30,29642.25,29686.1,29621.25,29673.85,0
2020-12-02 10:35:00+05:30,29671.8,29683.85,29664.35,29680.55,0
2020-12-02 10:40:00+05:30,29678.55,29681.55,29634.5,29639.1,0
2020-12-02 10:45:00+05:30,29636.1,29701.65,29632.45,29694.1,0
2020-12-02 10:50:00+05:30,29693.65,29729.05,29693.55,29698.2,0
2020-12-02 10:55:00+05:30,29697.85,29701.05,29667.2,29678.2,0
2020-12-02 11:00:00+05:30,29678.0,29696.5,29646.15,29650.7,0
2020-12-02 11:05:00+05:30,29651.7,29667.55,29625.8,29626.65,0
2020-12-02 11:10:00+05:30,29626.0,29653.45,29614.8,29650.7,0
